urls,phishing,domain,ip,at,length_url,depth_url,double_slash,http_https,shortening_services,hyphen,dns,age_domain,end_period_domain,country
http://cheezburger.com/70959617/superheroes-lucifer-vertigo-fox-tv-gets-a-trailer?ref=leftarrow&siteId=91,0,cheezburger.com,1,0,105,2,0,0,0,0,1,18.0,2026-12,United_Kingdom
http://cox.com/residential/support/internet/articles.cox?catId=p2_cox_online_services&catName=Q294IE9ubGluZSBTZXJ2aWNlcw7r2o07r2o0c9o5x&prodId=p1_internet,0,cox.com,1,0,154,4,0,0,1,0,1,29.0,2025-02,Canada
https://suncrestdrinks.com/login,1,suncrestdrinks.com,1,0,32,1,0,0,0,0,1,2.0,2025-07,United_Kingdom
https://us-usps-infog.top/,1,us-usps-infog.top,1,0,26,1,0,0,0,1,1,0.0,2025-08,South_Africa
http://bdnews24.com/politics/2015/05/10/chittagong-mayor-nasir-visits-former-mayor-manjur-at-his-home-seeks-cooperation,0,bdnews24.com,1,0,119,5,0,0,0,0,1,20.0,2031-08,Argentina
https://take.supersurvey.com/QBJXYHJ5H,1,take.supersurvey.com,1,0,38,1,0,0,0,0,1,24.0,2027-12,Brazil
https://pub-e3b13d5abc004ac28ded570ace61b5e9.r2.dev/index.html,1,pub-e3b13d5abc004ac28ded570ace61b5e9.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,Spain
https://clinicanat.com.br/resgatel/?927432862,1,clinicanat.com.br,1,0,45,2,0,0,1,0,1,21.0,2026-07,Mexico
https://kucoinloginat.gitbook.io/us,1,kucoinloginat.gitbook.io,1,0,35,1,0,0,0,0,1,10.0,2025-03,Italy
https://booking.com-live-extnet.com/confirm/login/tnxfdRPh?id=2963f248-3530-4ea4-96de-b6ed53821693&lang=18&osid=3&osVersion=11&service=web&type=default&access_token=11352fb95808408db84548267bbabd17495261a3676049e291f32196cf30704d387e5cb1acb1445ea6bfb6990c212ae7,1,booking.com-live-extnet.com,1,0,261,3,0,0,1,1,1,0.0,2025-07,China
http://megogo.net/ru/news/view/1840381-doklad-nemcova-na-vostoke-ukrainy-s-nachala-konflikta-pogibli-220-rossiyskih-soldat.html,0,megogo.net,1,0,127,4,0,0,0,0,1,13.0,2025-04,Canada
https://aol-100116.weeblysite.com/,1,aol-100116.weeblysite.com,1,0,34,1,0,0,0,1,1,11.0,2024-12,Australia
http://distractify.com/post/related/id/555120a94a0c4bb63284eae4/skip/10/limit/10/back/0,0,distractify.com,1,0,87,10,0,0,0,0,1,11.0,2025-01,Canada
http://extratorrent.cc/torrent/4189607/The+Sleepwalker.2014.LiMiTED.DVDRip.x264.LPD.html,0,extratorrent.cc,0,0,88,3,0,0,0,0,0,13.0,2024-12,Germany
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=26600264&bm1=mid&bm2=hotsale_prd,0,interpark.com,1,0,138,2,0,0,0,0,1,28.0,2025-02,China
https://l.wl.co/l?u=https://bit.ly/3sUwbpH?trackingid=XPvBQDEy&signature=newsletter,1,l.wl.co,1,0,83,1,0,0,0,0,1,14.0,2029-04,Mexico
http://jezebel.com/kris-jenner-goes-ham-on-intouch-over-transphobic-bruce-1679913923,0,jezebel.com,1,0,84,1,0,0,0,0,1,28.0,2025-05,Japan
https://medium.com/@design8a/i-was-just-having-this-conversation-last-week-with-a-software-developer-i-have-over-15-years-of-76461500f5ad?source=has-recommended,0,medium.com,1,1,160,2,0,0,0,0,1,26.0,2025-05,Canada
https://home-deletedatacache.surge.sh/,1,home-deletedatacache.surge.sh,1,0,38,1,0,0,0,1,1,10.0,2025-07,Belarus
http://emgn.com/tv/watch-teenagers-who-sipped-alcohol-as-children-are-more-likely-to-binge-drink/,0,emgn.com,0,0,97,3,0,0,0,0,0,20.0,2025-06,Australia
http://interpark.com/display/collectlist.do?_method=bestBook&sc.shopNo=0000400000&sc.dispNo=028&bookblockname=bestbook&booklinkname=book_more,0,interpark.com,1,0,141,2,0,0,0,0,1,28.0,2025-02,Italy
https://docs.google.com/drawings/d/1jkwx_brenta5gkdgWeVdb_QJWopuhSifTYojAmteOMY/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Spain
http://thechive.com/2015/03/02/gaps-are-the-only-good-things-about-mondays-36-photos/,0,thechive.com,1,0,85,5,0,0,0,0,1,16.0,2025-02,United_Kingdom
http://otomoto.pl/oferta/honda-trx-420-efi-4x4-rancher-zarejestrowany-dealer-szamocin-ID6y4izj.html,0,otomoto.pl,1,0,99,2,0,0,0,0,1,20.0,2025-06,Germany
https://msbkprod.infoimageinc.com/login.jsp,1,msbkprod.infoimageinc.com,1,0,43,1,0,0,0,0,1,26.0,2033-06,France
https://lastpass.com/index.php?&ac=1&from_uri=%2Fenterprise_trial.php&fromwebsite=1&newvault=1&nk=1,0,lastpass.com,1,0,99,1,0,0,0,0,1,19.0,2027-01,Italy
http://kakaku.com/daily-goods/bath-cleaner/ranking_7624/pricedown/div-gpt-ad-k/header_text,0,kakaku.com,1,0,90,6,0,0,0,0,1,26.0,2025-07,France
http://hubpages.com/hub/Seat-Belt-Injuries-and-Children-Can-Seat-Belts-Cause-Accidents,0,hubpages.com,1,0,86,2,0,0,0,0,1,19.0,2025-04,United_States
http://cookpad.com/login?rt=%2Ftsukurepo%2Fpost%3Fpage_type%3D6%26recipe_id%3D2197140,0,cookpad.com,1,0,85,1,0,0,0,0,1,25.0,2028-04,Canada
http://patch.com/maryland/montgomeryvillage/amtrak-changes-dc-new-york-schedule-after-crash-kills-6,0,patch.com,1,0,99,3,0,0,0,0,1,30.0,2028-03,Canada
http://olx.in/hi/rajasthan/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,0,olx.in,1,0,101,4,0,0,0,0,1,18.0,2025-02,United_Kingdom
https://pub-c689ef8f881240ec915e4532c3ad472a.r2.dev/index.html,1,pub-c689ef8f881240ec915e4532c3ad472a.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,Spain
http://torrentdn.com/bbs/s.php?bo_table=torrent_variety&wr_id=113366&k=%ED%81%AC%EB%9D%BC%EC%9E%84%EC%94%AC&page=1,0,torrentdn.com,1,0,114,2,0,0,0,0,1,0.0,2025-06,Mexico
https://usps.safepacktrack.top/,1,usps.safepacktrack.top,1,0,31,1,0,0,0,0,1,0.0,2025-07,South_Africa
http://babal.net/news/view/111835/%D9%85%D8%A4%D8%AA%D9%85%D8%B1-%D8%A7%D9%84%D8%AA%D8%B7%D8%B1%D9%81-%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D9%89-%D9%88%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8-%D8%A8%D8%A8%D8%A7%D8%B1%D9%8A%D8%B3-%D9%8A%D8%AB%D9%85%D9%86-%D8%AF%D8%B9%D9%88%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%B3%D9%89-%D8%A8%D8%AA%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D8%AE%D8%B7%D8%A7%D8%A8-%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D9%89,0,babal.net,1,0,422,4,0,0,0,0,1,11.0,2025-03,India
http://techcrunch.com/video/dennis-crowley-wants-to-fold-foursquare-into-your-life/518806956/,0,techcrunch.com,1,0,93,4,0,0,0,0,1,19.0,2025-06,Spain
https://bit.ly/45Seicx,1,bit.ly,1,0,22,1,0,0,1,0,1,16.0,2032-05,Argentina
https://sites.google.com/view/bdvlinea-segurity/p%C3%A1gina-principal,1,sites.google.com,1,0,69,3,0,0,0,0,1,26.0,2028-09,Mexico
http://hubpages.com/topics/education-and-science/history-and-archaeology/history-of-the-modern-era/twentieth-century-history/world-war-ii/6016,0,hubpages.com,1,0,142,7,0,0,0,0,1,19.0,2025-04,United_Kingdom
https://transportapznmyfxztpad.top/,1,transportapznmyfxztpad.top,1,0,35,1,0,0,0,0,1,0.0,2025-08,France
http://seesaawiki.jp/pathofexile/d/Stun%a1%ca%a5%b9%a5%ad%a5%eb%b4%d8%cf%a2%a5%b9%a5%c6%a1%bc%a5%bf%a5%b9%a1%cb,0,seesaawiki.jp,1,0,111,3,0,0,0,0,1,10.0,2024-11,South_Africa
http://distractify.com/igor-feng/this-diving-french-bulldog-puppy-will-inspire-you-to-follow-your-dreams/,0,distractify.com,1,0,105,3,0,0,0,0,1,11.0,2025-01,China
https://docs.google.com/drawings/d/11ufXGWmYXWMSJNZKFqMHFghbmI8JUrTtZGSabNfaw8E/edit,1,docs.google.com,1,0,84,4,0,0,0,0,1,26.0,2028-09,Mexico
https://tinyurl.com/inbox21user1,1,tinyurl.com,1,0,32,1,0,0,1,0,1,22.0,2029-01,Mexico
http://askubuntu.com/questions/434051/how-to-replace-a-string-on-the-5th-line-of-multiple-text-files,0,askubuntu.com,1,0,100,3,0,0,0,0,1,14.0,2025-02,Brazil
https://gumeinnilogia.gitbook.io/us,1,gumeinnilogia.gitbook.io,1,0,35,1,0,0,0,0,1,10.0,2025-03,Italy
http://pornsharing.com/hot-ass-white-chick-lola-foxx-gets-drilled-by-huge-black-dick_v77974,0,pornsharing.com,1,0,91,1,0,0,0,0,1,21.0,2024-10,Australia
http://elitedaily.com/women/he-leaves-voicemails-46-signs-hes-not-clingy-hes-stage-5-crazy/1020279/,0,elitedaily.com,1,0,99,4,0,0,0,0,1,13.0,2030-08,Argentina
http://askubuntu.com/questions/620612/way-to-skip-pause-songs-rhythmbox-when-screen-locked,0,askubuntu.com,1,0,90,3,0,0,0,0,1,14.0,2025-02,Germany
https://variety.com/2015/tv/news/constantine-arrow-season-4-crossover-possibility-1201492462/?replytocom=1294270,0,variety.com,1,0,112,5,0,0,0,0,1,27.0,2025-09,South_Africa
https://transportationugxztpro.top/,1,transportationugxztpro.top,1,0,35,1,0,0,0,0,1,0.0,2025-08,China
http://nypost.com/2015/05/07/zoo-apologizes-for-naming-baby-monkey-charlotte-after-british-princess/,0,nypost.com,1,0,100,5,0,0,1,0,1,27.0,2025-09,Japan
http://tinnhanh360.net/muon-mau-trao-luu-chup-anh-khien-gioi-tre-phai-phat-cuong.html,0,tinnhanh360.net,1,0,85,1,0,0,0,0,1,1.0,2024-11,Argentina
http://thenextweb.com/apps/2014/08/12/squarespace-releases-two-android-apps-note-blog-help-customers-manage-sites/,0,thenextweb.com,1,0,114,6,0,0,0,0,1,16.0,2025-08,Spain
https://docs.google.com/presentation/d/e/2PACX-1vQ-6b4VKd87zjj3vZG-GSdXupmCuMIyc4AnFgC-gNTeEpV3k_eqcSebCzEKBSZ4p4ZDH8CRUB407_vD/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09,China
http://otomoto.pl/oferta/linhai-atv-quad-atv-gamax-ax300-oplacony-kat-b-15kw-okazja-ID3hjzXP.html,0,otomoto.pl,1,0,97,2,0,0,0,0,1,20.0,2025-06,China
http://aljazeera.net/news/reportsandinterviews/2015/5/10/%D9%85%D8%AD%D9%84%D9%84%D9%88%D9%86-%D9%8A%D9%85%D9%86%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D8%AD%D9%88%D8%AB%D9%8A-%D9%88%D8%B5%D8%A7%D9%84%D8%AD-%D9%84%D9%86-%D9%8A%D9%84%D8%AA%D8%B2%D9%85%D8%A7-%D8%A8%D8%A3%D9%8A-%D9%87%D8%AF%D9%86%D8%A9,0,aljazeera.net,1,0,292,6,0,0,0,0,1,28.0,2029-08,France
https://pub-1fd8b10c5ef24f968a1ce35a06100725.r2.dev/ttgedg.html,1,pub-1fd8b10c5ef24f968a1ce35a06100725.r2.dev,1,0,63,1,0,0,0,1,1,2.0,2025-08,Belarus
https://cloudflare-ipfs.com/ipfs/bafybeifz2pfnhsnc2rj2ygthjzodbb5j3ywje5w72dpi53oimhzc5bucme//W3MDX5.htm,1,cloudflare-ipfs.com,1,0,104,4,1,0,0,1,1,6.0,2032-05,Argentina
http://bdnews24.com/world/2015/05/12/air-strikes-hit-yemen-capital-un-envoy-arrives-hours-before-truce,0,bdnews24.com,1,0,102,5,0,0,0,0,1,20.0,2031-08,United_Kingdom
http://rt.com/in-vision/april-24-in-pictures/yerevan-tsitsernakaberd-memorial-complex/,0,rt.com,1,0,86,4,0,0,1,0,1,32.0,2025-09,Germany
https://hg8383.net/,1,hg8383.net,1,0,19,1,0,0,0,0,1,0.0,2024-09,Brazil
http://stackoverflow.com/questions/30226122/invoking-multi-line-gawk-program-in-one-line,0,stackoverflow.com,1,0,88,3,0,0,0,0,1,20.0,2025-02,Argentina
https://cloudflare-ipfs.com/ipfs/bafybeigeucg3x3wvutugcld2egma2dsosxusvcpihozd5wzbimewcc5cke/wikxdupojk.html,1,cloudflare-ipfs.com,1,0,108,3,0,0,0,1,1,6.0,2032-05,Australia
https://pub-a5c18482880444e9959a966e518829cd.r2.dev/index.html,1,pub-a5c18482880444e9959a966e518829cd.r2.dev,1,0,62,1,0,0,0,1,1,2.0,2025-08,Russia
http://hdfcbank.com/personal/article/know-your-finances-article/hto2kzho/1323951143,0,hdfcbank.com,1,0,83,5,0,0,0,0,1,27.0,2027-04,Mexico
https://tinyurl.com/Santafephish,1,tinyurl.com,1,0,32,1,0,0,1,0,1,22.0,2029-01,France
http://metro.co.uk/2015/05/13/police-investigate-electoral-fraud-allegations-in-constituency-where-nigel-farage-lost-5195440/,0,metro.co.uk,1,0,125,5,0,0,0,0,1,28.0,2028-06,Spain
http://babal.net/books/view/1354/%D8%A7%D9%84%D9%86%D8%AC%D9%88%D9%85-%D8%A7%D9%84%D8%B2%D8%A7%D9%87%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D9%84%D9%88%D9%83-%D9%85%D8%B5%D8%B1-%D9%88%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3-%D8%B9%D8%B4%D8%B1-%D9%84%D9%80-%D8%A7%D8%A8%D9%86-%D8%AA%D8%BA%D8%B1%D9%8A-%D8%A8%D8%B1%D8%AF%D9%8A,0,babal.net,1,0,387,4,0,0,0,0,1,11.0,2025-03,France
https://stpetersburgcollege365.ukit.me/,1,stpetersburgcollege365.ukit.me,1,0,39,1,0,0,0,0,1,7.0,2024-12,Italy
https://ipfs.eth.aragon.network/ipfs/bafybeif5dcl3zl4b5gz2wt7zkljcy6whgdcbvvrt5sxg5fp6wnf3dd3zq4,1,ipfs.eth.aragon.network,1,0,96,2,0,0,0,0,1,7.0,2025-03,Spain
http://parachuteclub.live/,1,parachuteclub.live,1,0,26,1,0,0,0,0,1,5.0,2025-02,Australia
https://transporttzqqayfxztpd.top/,1,transporttzqqayfxztpd.top,1,0,34,1,0,0,0,0,1,0.0,2025-08,Australia
http://newburycafe.co.za/Webmail/1/Webmail/webmail.php,1,newburycafe.co.za,1,0,54,4,0,0,0,0,1,6.0,2025-06,India
http://serverfault.com/questions/690254/redirect-a-port-to-a-blocked-port-but-with-the-filter-to-unlock-it,0,serverfault.com,1,0,106,3,0,0,1,0,1,15.0,2025-03,Germany
https://gemini-logen-us.gitbook.io/us,1,gemini-logen-us.gitbook.io,1,0,37,1,0,0,0,1,1,10.0,2025-03,India
https://appurl.io/goEUDuUbjD,1,appurl.io,1,0,28,1,0,0,0,0,1,11.0,2025-07,France
http://mylust.com/videos/220702/playful-young-curvy-whore-on-webcam-outside-flashing/,0,mylust.com,1,0,85,4,0,0,1,0,1,19.0,2026-11,United_Kingdom
https://bridge-trrzorstat.gitbook.io/us,1,bridge-trrzorstat.gitbook.io,1,0,39,1,0,0,0,1,1,10.0,2025-03,Russia
https://appurl.io/goEUDuUbjD,1,appurl.io,1,0,28,1,0,0,0,0,1,11.0,2025-07,South_Africa
http://genius.com/4570475/Sam-altman-lecture-1-how-to-start-a-startup/A-stanford-student,0,genius.com,1,0,88,3,0,0,0,0,1,30.0,2032-05,Germany
https://t.co/KdHkiB8ySu,1,t.co,1,0,23,1,0,0,1,0,1,14.0,2025-04,South_Africa
http://tune.pk/video/6047426/wfatw-cultureshockwithcorey-gravess01e02starwarsc-elebration,0,tune.pk,1,0,89,3,0,0,0,0,1,17.0,2025-07,South_Africa
https://docs.google.com/presentation/d/e/2PACX-1vR_mV9wrhC7EX7kcEIgqSsxsLUuMzXCB3gI4Pfx5lGya__zQjIG-En-tvq8wxFlyEbgvLmDtqCLEkhq/pub?start=false,1,docs.google.com,1,0,143,5,0,0,0,0,1,26.0,2028-09,Netherlands
http://hollywoodlife.com/2015/05/04/ian-somerhalder-nikki-reed-double-date-paul-wesley-phoebe-tonkin-vampire-diaries/,0,hollywoodlife.com,1,0,117,5,0,0,0,0,1,24.0,2025-09,Argentina
https://bafkreibol7bqlz2yz2ncqjpuhxgbw53qdtr65gx76xkipaj2gwxvjcutq4.ipfs.dweb.link/,1,bafkreibol7bqlz2yz2ncqjpuhxgbw53qdtr65gx76xkipaj2gwxvjcutq4.ipfs.dweb.link,1,0,83,1,0,0,0,0,1,7.0,2025-02,India
http://wpengine.com/2013/05/14/our-message-to-president-obama-creating-jobs-that-are-worth-having/,0,wpengine.com,1,0,98,5,0,0,0,0,1,14.0,2025-03,France
https://docs.google.com/presentation/d/e/2PACX-1vQ8tivs-SDzZbDMViF1rxCwMtUKBrz_yN-Bvkn8ioqjfvMsb3RHokSflcPXa8NlZiv3iOaNuphXeaq0/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,1,0,175,5,0,0,0,0,1,26.0,2028-09,United_Kingdom
https://6439.weebly.com/,1,6439.weebly.com,1,0,24,1,0,0,0,0,1,18.0,2025-03,Germany
https://flynrbrnirk.weebly.com/,1,flynrbrnirk.weebly.com,1,0,31,1,0,0,0,0,1,18.0,2025-03,Belarus
http://depositphotos.com/60963767/stock-photo-design-team-working-together-while.html,0,depositphotos.com,1,0,85,2,0,0,0,0,1,15.0,2030-02,United_Kingdom
http://emgn.com/entertainment/24-photos-of-food-perfectly-prepared-and-organized-to-satisfy-all-of-your-ocd-cravings/,0,emgn.com,0,0,117,3,0,0,0,0,0,20.0,2025-06,Japan
http://rocketnews24.com/2010/08/23/%e3%81%a9%e3%82%93%e3%81%aa%e5%86%99%e7%9c%9f%e3%81%a7%e3%82%82%e5%8b%95%e3%81%84%e3%81%a6%e3%82%8b%e3%82%88%e3%81%86%e3%81%ab%e8%a6%8b%e3%81%88%e3%81%a1%e3%82%83%e3%81%86%ef%bc%81-%e4%b8%8d%e6%80%9d/,0,rocketnews24.com,1,0,235,5,0,0,0,0,1,15.0,2030-11,France
http://elitedaily.com/sports/marcus-mariota-set-become-first-hawaiian-nfl-superstar/1015927/,0,elitedaily.com,1,0,92,4,0,0,0,0,1,13.0,2030-08,Mexico
http://variety.com/2015/film/news/sundance-sony-pictures-classics-to-pick-up-grandma-1201417086/,0,variety.com,1,0,96,5,0,0,0,0,1,27.0,2025-09,Japan
https://aol-100329.weeblysite.com/,1,aol-100329.weeblysite.com,1,0,34,1,0,0,0,1,1,11.0,2024-12,Brazil
https://aon5z3ejp.sbs/,1,aon5z3ejp.sbs,0,0,22,1,0,0,0,0,0,0.0,2025-08,India
https://docs.google.com/presentation/d/e/2PACX-1vQiyffdf0Z6YJFDmsU8qw2jSygf4oHwwsKGc1XDHUyyRi3IyP17efRni3vZ8efzis-nE1DkdWi1l2fc/pub?start=false&loop=false&delayms=3000&slide=id.p,1,docs.google.com,1,0,178,5,0,0,0,0,1,26.0,2028-09,Mexico
https://estaftex.buzz/mx,1,estaftex.buzz,1,0,24,1,0,0,0,0,1,0.0,2025-08,Netherlands
https://transportationbgxztpro.top/,1,transportationbgxztpro.top,1,0,35,1,0,0,0,0,1,0.0,2025-08,Belarus
http://tobogo.net/cdsb/board.php?board=storybook&bm=view&no=159&category=&auth=&page=1&search=&keyword=&recom=,0,tobogo.net,1,0,110,2,0,0,0,0,1,7.0,2025-08,France
http://sfglobe.com/2015/05/11/catholic-nun-says-tsarnaev-is-remorseful-should-not-get-death-penalty/?src=home_feed,0,sfglobe.com,1,0,114,5,0,0,0,0,1,10.0,2026-02,Australia
https://pub-95e96f04f499433a986a5fc5958af9a5.r2.dev/spn.html,1,pub-95e96f04f499433a986a5fc5958af9a5.r2.dev,1,0,60,1,0,0,0,1,1,2.0,2025-08,Germany
